City,CityID,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
Rodino,1493623,RU,52.5,80.25,-13.07,99,100,8.12
Hay River,5972762,CA,60.82,-115.8,8.6,92,75,4.7
Dumas,5520552,US,35.87,-101.97,46.4,45,1,5.82
Bubaque,2374583,GW,11.28,-15.83,78.08,65,79,13.4
Nishihara,1855342,JP,26.18,127.76,59.0,51,75,20.8
Sobolevo,525426,RU,54.43,31.9,33.93,96,100,12.62
Svetlogorsk,10722858,BY,52.63,29.73,32.25,99,100,4.85
Taksimo,2015701,RU,56.34,114.88,-11.83,98,99,1.77
Kamina,214614,CD,-8.74,24.99,66.15,93,71,2.48
Sao Felix do Xingu,3388847,BR,-6.64,-51.99,74.7,97,98,2.57
Saint-Leu,6690297,RE,-21.15,55.28,75.2,69,91,3.36
Xinzhou,1788450,CN,38.41,112.73,19.4,67,0,3.09
Skibbereen,2961459,IE,51.55,-9.27,44.6,93,75,9.17
Mutsu,2127878,JP,41.29,141.22,39.2,93,90,23.04
Road Town,3577430,VG,18.42,-64.62,84.2,70,20,4.56
Colquiri,3919715,BO,-17.42,-67.13,64.4,31,75,4.45
Ciudad Guayana,3645528,VE,8.35,-62.65,92.48,45,38,8.66
Gimli,5961417,CA,50.63,-96.99,18.0,85,26,4.52
Taiobeiras,3447059,BR,-15.81,-42.23,79.88,69,89,4.34
Yuanping,1786060,CN,38.72,112.76,19.8,82,0,2.59
Tarare,2973394,FR,45.9,4.43,46.4,86,75,3.36
Kassala,372753,SD,15.45,36.4,73.85,39,1,8.79
The Valley,3573374,AI,18.22,-63.06,84.0,74,20,5.82
Rabaul,2087894,PG,-4.2,152.17,83.32,75,67,9.62
Polovinnoye,1494523,RU,54.79,65.99,-10.35,93,36,8.99
Tessalit,2449893,ML,20.2,1.01,80.74,10,0,11.14
Ca Mau,1586443,VN,9.18,105.15,71.62,95,100,2.59
Bitung,1648636,ID,1.45,125.18,75.2,94,20,2.24
Stephenville,4734350,US,32.22,-98.2,50.0,66,90,11.41
Kyren,2021031,RU,51.68,102.14,0.9,85,38,3.87
Koslan,544084,RU,63.46,48.9,-0.62,97,100,5.86
Dakar,2253354,SN,14.69,-17.44,95.0,54,3,4.7
Shikohabad,1256529,IN,27.1,78.6,55.02,75,0,6.49
San Jose,5392171,US,37.34,-121.89,55.99,81,75,4.7
Torbay,6167817,CA,47.67,-52.73,32.0,92,90,14.99
Tilichiki,2120591,RU,60.47,166.1,16.47,94,100,3.87
Tubuala,3700393,PA,9.52,-79.03,86.0,70,40,4.7
Jimma,333772,ET,7.67,36.83,61.59,82,20,4.07
Half Moon Bay,5354943,US,37.46,-122.43,57.0,81,1,9.17
Birin,1283334,NP,26.89,88.07,40.73,87,13,3.69
Nicoya,3622716,CR,10.15,-85.45,86.0,66,75,6.93
Whitehorse,6180550,CA,60.72,-135.05,30.2,80,75,17.22
Isangel,2136825,VU,-19.55,169.27,75.69,75,88,6.31
Berlevag,780687,NO,70.86,29.09,17.6,72,31,6.93
Roros,3141332,NO,62.57,11.38,28.4,92,90,10.29
Beringovskiy,2126710,RU,63.05,179.32,3.72,95,99,8.72
Tamandare,3386931,BR,-8.76,-35.1,82.35,66,0,9.06
Almaty,1526384,KZ,43.25,76.95,21.2,100,90,2.24
Kodinsk,1503037,RU,58.69,99.18,18.46,94,80,7.54
Tura,1254046,IN,25.52,90.22,65.08,59,45,3.96
Pazaric,3193563,BA,43.79,18.16,46.4,100,40,2.24
Kungurtug,1501377,RU,50.6,97.52,2.14,95,100,2.28
Eureka,5563397,US,40.8,-124.16,50.0,81,75,5.82
Port Hardy,6111862,CA,50.7,-127.42,44.6,87,75,12.75
Sao Joao da Barra,3448903,BR,-21.64,-41.05,89.6,59,75,13.87
Irtyshskiy,1505495,RU,58.33,68.13,-17.05,99,9,4.92
Alpena,4984075,US,45.06,-83.43,30.99,68,90,5.82
Sorsk,1491360,RU,54.0,90.25,-3.64,80,100,4.74
Warkworth,2179639,NZ,-36.4,174.67,69.01,88,43,5.82
Erenhot,2037485,CN,43.65,111.98,13.05,78,6,7.07
Ixtapa,4004293,MX,20.7,-105.2,78.8,54,5,4.16
Jumla,1283285,NP,29.27,82.18,24.84,94,100,2.93
Kachug,2023333,RU,53.96,105.88,-2.61,98,50,1.05
Paphos,146214,CY,34.77,32.42,57.2,76,75,3.36
Villa Zempoala,3514044,MX,19.45,-96.42,80.01,69,40,17.22
Shekhupura,1165221,PK,31.71,73.98,51.8,81,9,4.59
Chapais,5919850,CA,49.78,-74.85,6.8,65,1,9.17
Bongandanga,218229,CD,1.5,21.05,82.42,32,47,2.53
Digha,1272625,IN,21.68,87.55,74.28,81,8,17.54
Najran,103630,SA,17.49,44.13,68.0,42,22,4.7
Bar Harbor,4957320,US,44.39,-68.2,30.99,42,1,12.75
Willowmore,939676,ZA,-33.29,23.49,61.29,76,24,7.72
La Paz,3911925,BO,-16.5,-68.15,55.4,58,75,11.41
Uyemskiy,477579,RU,64.47,40.85,-11.2,83,0,4.47
Pacifica,5380420,US,37.61,-122.49,57.0,76,75,7.27
Necochea,3430443,AR,-38.55,-58.74,71.01,61,100,5.99
Say,2439812,NE,13.1,2.37,89.6,4,0,10.29
Gerash,133595,IR,27.67,54.14,44.6,81,26,1.83
Qui Nhon,1568574,VN,13.77,109.23,65.1,95,100,3.47
Aksu,1529660,CN,41.12,80.26,24.03,65,0,1.3
Sikasso,2451184,ML,10.92,-7.0,90.86,6,0,3.71
Gornyak,1506260,RU,50.99,81.47,-8.55,91,60,4.41
Rongcheng,1797117,CN,30.63,117.85,37.99,86,60,2.3
Trincomalee,1226260,LK,8.57,81.23,69.96,95,2,2.57
Broome,5110365,US,42.25,-75.83,30.99,68,1,13.87
Ayan,2027316,RU,56.45,138.17,-7.15,62,0,4.9
Kiryat Gat,293842,IL,31.61,34.76,59.0,77,40,6.93
Boundiali,2290836,CI,9.52,-6.49,89.47,9,4,1.99
Churapcha,2025241,RU,62.0,132.43,-23.62,95,99,6.8
'Ahuimanu,5856516,US,21.44,-157.84,71.01,88,20,2.08
Caucaia,3402429,BR,-3.74,-38.65,87.8,55,20,12.75
Los Llanos de Aridane,2514651,ES,28.66,-17.92,71.01,77,100,8.05
Honiara,2108502,SB,-9.43,159.95,77.0,100,75,6.93
Hirara,1862505,JP,24.8,125.28,58.33,76,95,29.91
Ginir,336454,ET,7.13,40.7,61.38,81,85,1.61
Kathmandu,1283240,NP,27.72,85.32,48.2,87,20,3.36
Talnakh,1490256,RU,69.49,88.4,-4.0,83,75,17.9
Atencingo,3532636,MX,18.52,-98.6,82.6,27,0,3.22
Male,1282027,MV,4.17,73.51,82.4,69,20,9.17
Remedios,3542455,CU,22.49,-79.55,82.4,58,40,4.7
Tooele,5783695,US,40.53,-112.3,39.2,86,1,9.24
Umm Lajj,100926,SA,25.02,37.27,62.49,44,51,8.34
Olafsvik,3414079,IS,64.89,-23.71,33.08,79,54,15.73
Mecca,104515,SA,21.43,39.83,69.44,45,57,6.2
Tromso,6453316,NO,69.65,18.96,23.0,62,50,21.92
Khilok,2022463,RU,51.37,110.47,4.06,94,28,2.57
Port Hedland,2063042,AU,-20.32,118.57,86.0,79,69,13.87
Yar-Sale,1486321,RU,66.83,70.83,-7.76,94,100,16.46
Masaya,3617723,NI,11.97,-86.09,87.8,55,40,11.41
Oranjemund,3354071,NA,-28.55,16.43,65.7,82,1,14.79
Abnub,362973,EG,27.27,31.15,59.0,54,0,11.41
Sandwick,2638534,GB,60.0,-1.25,42.8,81,40,13.87
Port Blair,1259385,IN,11.67,92.75,77.86,74,100,12.97
Leon,3998655,MX,21.12,-101.67,71.6,26,5,10.29
Severnoye,1492607,RU,56.35,78.36,-14.64,97,56,5.73
Cabo San Lucas,3985710,MX,22.89,-109.91,77.0,40,40,8.05
Damietta,358048,EG,31.42,31.81,60.8,82,20,6.93
Fort Saint James,5881688,CA,54.43,-124.25,32.41,90,100,13.09
Nome,5870133,US,64.5,-165.41,-18.0,61,1,5.28
Kysyl-Syr,2021017,RU,63.9,122.76,-17.1,95,100,11.77
Crestview,4152311,US,30.76,-86.57,51.8,93,90,8.05
Batagay-Alyta,2027042,RU,67.8,130.41,-11.67,71,0,3.98
Tayga,1489907,RU,56.06,85.62,-2.0,70,75,8.95
Taoudenni,2450173,ML,22.68,-3.98,73.81,14,0,10.38
Aljezur,2271968,PT,37.32,-8.8,59.27,81,100,10.02
Yangi Marg`ilon,1513491,UZ,40.43,71.72,33.8,86,0,4.7
Neuquen,3843123,AR,-38.95,-68.06,75.2,16,0,10.29
Fairbanks,5861897,US,64.84,-147.72,-22.0,67,75,4.03
Andenes,3163146,NO,69.31,16.12,26.6,73,79,20.8
Chumikan,2025256,RU,54.72,135.31,-6.97,83,0,3.15
Purranque,3874579,CL,-40.92,-73.17,66.2,42,99,10.29
Quatre Cocos,1106643,MU,-20.21,57.76,75.2,83,40,2.24
Cradock,1012600,ZA,-32.16,25.62,66.6,69,82,13.42
Livramento,3663517,BR,-3.03,-60.18,87.8,66,40,12.75
Waycross,4229763,US,31.21,-82.35,59.0,50,75,5.82
Palora,3653523,EC,-1.7,-77.93,69.8,94,75,3.53
Bara,2347758,NG,10.37,10.73,77.05,11,99,7.14
Cortez,5418104,US,37.35,-108.59,37.4,59,1,3.96
Gelemso,337010,ET,8.82,40.52,66.7,60,52,6.51
Namatanai,2090021,PG,-3.67,152.43,83.73,79,67,14.58
La Reforma,3520406,MX,18.1,-91.02,80.76,72,0,4.99
Plettenberg Bay,964712,ZA,-34.05,23.37,65.37,84,97,3.29
Lucea,3489657,JM,18.45,-78.17,82.4,69,20,10.29
Yulara,6355222,AU,-25.24,130.99,78.8,65,90,12.75
Sisimiut,3419842,GL,66.94,-53.67,-5.15,96,58,4.05
Yichun,2033413,CN,47.7,128.9,-5.76,94,0,3.4
Aripuana,3665202,BR,-9.17,-60.63,85.21,66,97,4.07
Inongo,2315417,CD,-1.95,18.27,81.45,40,1,2.75
Gilgit,1178338,PK,35.92,74.31,10.65,88,89,3.2
Mahibadhoo,1337605,MV,3.78,72.97,80.85,75,42,12.73
Waingapu,1622318,ID,-9.66,120.26,84.51,74,89,11.74
Bukowno,3102076,PL,50.26,19.46,37.99,80,75,19.46
Itiuba,3460548,BR,-10.69,-39.85,87.73,48,70,10.27
Puerto Madryn,3840092,AR,-42.77,-65.04,71.01,22,0,16.31
Soller,2510821,ES,39.77,2.72,62.01,93,42,4.7
Ukiah,5404476,US,39.15,-123.21,57.99,87,1,3.36
Balkhash,1525798,KZ,46.84,74.98,4.28,74,99,13.02
Madang,2091996,PG,-5.22,145.8,81.86,80,100,10.25
La Spezia,3175081,IT,44.11,9.84,55.0,87,20,1.12
Karratha,6620339,AU,-20.74,116.85,85.75,78,6,16.91
Yinchuan,1786657,CN,38.47,106.27,25.83,43,0,5.53
